target,bucket_us,n_fresh,n,p_fresh,ci_low,ci_high,adequate
rs-secondary-causal-local,0.0,1971,1971,1.0,0.9980547300603754,0.9999999999999999,True
rs-secondary-causal-local,500.0,1803,1803,1.0,0.9978738590034676,0.9999999999999999,True
rs-secondary-causal-local,1000.0,1769,1769,1.0,0.9978330833391995,1.0,True
rs-secondary-causal-local,1500.0,1765,1765,1.0,0.9978281831453988,1.0,True
rs-secondary-causal-local,2000.0,1767,1767,1.0,0.9978306360094543,0.9999999999999999,True
rs-secondary-causal-local,2500.0,1765,1765,1.0,0.9978281831453988,1.0,True
rs-secondary-causal-local,3000.0,1766,1766,1.0,0.9978294102703881,1.0,True
rs-secondary-causal-local,3500.0,1767,1767,1.0,0.9978306360094543,0.9999999999999999,True
rs-secondary-causal-local,4000.0,1766,1766,1.0,0.9978294102703881,1.0,True
rs-secondary-causal-local,4500.0,1764,1764,1.0,0.9978269546321344,0.9999999999999999,True
rs-secondary-causal-local,5000.0,1765,1765,1.0,0.9978281831453988,1.0,True
rs-secondary-causal-local,5500.0,1766,1766,1.0,0.9978294102703881,1.0,True
rs-secondary-causal-local,6000.0,1765,1765,1.0,0.9978281831453988,1.0,True
rs-secondary-causal-local,6500.0,1765,1765,1.0,0.9978281831453988,1.0,True
rs-secondary-causal-local,7000.0,1765,1765,1.0,0.9978281831453988,1.0,True
rs-secondary-causal-local,7500.0,1763,1763,1.0,0.9978257247282382,0.9999999999999999,True
rs-secondary-causal-local,8000.0,1760,1760,1.0,0.9978220266491049,1.0,True
rs-secondary-causal-local,8500.0,1760,1760,1.0,0.9978220266491049,1.0,True
rs-secondary-causal-local,9000.0,1758,1758,1.0,0.9978195542663996,1.0,True
rs-secondary-causal-local,9500.0,1756,1756,1.0,0.9978170762641365,1.0,True
rs-secondary-causal-local,10000.0,1757,1757,1.0,0.9978183159689094,1.0,True
rs-secondary-causal-local,10500.0,1755,1755,1.0,0.9978158351496802,0.9999999999999998,True
rs-secondary-causal-local,11000.0,1755,1755,1.0,0.9978158351496802,0.9999999999999998,True
rs-secondary-causal-local,11500.0,1757,1757,1.0,0.9978183159689094,1.0,True
rs-secondary-causal-local,12000.0,1756,1756,1.0,0.9978170762641365,1.0,True
rs-secondary-causal-local,12500.0,1756,1756,1.0,0.9978170762641365,1.0,True
rs-secondary-causal-local,13000.0,1757,1757,1.0,0.9978183159689094,1.0,True
rs-secondary-causal-local,13500.0,1756,1756,1.0,0.9978170762641365,1.0,True
rs-secondary-causal-local,14000.0,1757,1757,1.0,0.9978183159689094,1.0,True
rs-secondary-causal-local,14500.0,1755,1755,1.0,0.9978158351496802,0.9999999999999998,True
rs-secondary-causal-local,15000.0,1753,1753,1.0,0.9978133486820894,0.9999999999999999,True
rs-secondary-causal-local,15500.0,1755,1755,1.0,0.9978158351496802,0.9999999999999998,True
rs-secondary-causal-local,16000.0,1759,1759,1.0,0.9978207911590014,0.9999999999999998,True
rs-secondary-causal-local,16500.0,1760,1760,1.0,0.9978220266491049,1.0,True
rs-secondary-causal-local,17000.0,1761,1761,1.0,0.9978232607390941,1.0,True
rs-secondary-causal-local,17500.0,1759,1759,1.0,0.9978207911590014,0.9999999999999998,True
rs-secondary-causal-local,18000.0,1760,1760,1.0,0.9978220266491049,1.0,True
rs-secondary-causal-local,18500.0,1758,1758,1.0,0.9978195542663996,1.0,True
rs-secondary-causal-local,19000.0,1757,1757,1.0,0.9978183159689094,1.0,True
rs-secondary-causal-local,19500.0,1755,1755,1.0,0.9978158351496802,0.9999999999999998,True
rs-secondary-causal-local,20000.0,1754,1754,1.0,0.997814592623135,0.9999999999999998,True
rs-secondary-causal-local,20500.0,1756,1756,1.0,0.9978170762641365,1.0,True
rs-secondary-causal-local,21000.0,1756,1756,1.0,0.9978170762641365,1.0,True
rs-secondary-causal-local,21500.0,1758,1758,1.0,0.9978195542663996,1.0,True
rs-secondary-causal-local,22000.0,1757,1757,1.0,0.9978183159689094,1.0,True
rs-secondary-causal-local,22500.0,1757,1757,1.0,0.9978183159689094,1.0,True
rs-secondary-causal-local,23000.0,1758,1758,1.0,0.9978195542663996,1.0,True
rs-secondary-causal-local,23500.0,1756,1756,1.0,0.9978170762641365,1.0,True
